workerid,rt,trial_type,name,responsetype,gender,num_objects,object,effect,actual_cause,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
34,11240,cause_effect_prior,Ronald,best_guess,M,15,rocks,burnt,<strong>Ronald threw  15 rocks  into a fire.</strong>,threw __ into a fire,6,M,17,English,1,Male,19,,Yes,1,Windows,768,1366,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3MH9DQ757WBUHDLA2TBV397GC5NUGH,34,Submitted,Wed May 06 07:30:40 PDT 2015,Tue May 05 14:43:33 PDT 2015,Tue May 05 14:50:40 PDT 2015,,,,,,[],{},7.06915
35,56218,cause_effect_prior,Alexander,confidence,M,15,clovers,were green,<strong>Alexander saw  15 clovers.</strong>,saw __,1,F,3,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,56218,cause_effect_prior,Alexander,ci_low,M,15,clovers,were green,<strong>Alexander saw  15 clovers.</strong>,saw __,15,F,3,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,56218,cause_effect_prior,Alexander,ci_high,M,15,clovers,were green,<strong>Alexander saw  15 clovers.</strong>,saw __,15,F,3,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,56218,cause_effect_prior,Alexander,best_guess,M,15,clovers,were green,<strong>Alexander saw  15 clovers.</strong>,saw __,15,F,3,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,22504,cause_effect_prior,Robert,confidence,M,15,bike lights,ran out of batteries,<strong>Robert left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,1,M,4,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,22504,cause_effect_prior,Robert,ci_low,M,15,bike lights,ran out of batteries,<strong>Robert left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,0,M,4,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,22504,cause_effect_prior,Robert,ci_high,M,15,bike lights,ran out of batteries,<strong>Robert left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,15,M,4,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,22504,cause_effect_prior,Robert,best_guess,M,15,bike lights,ran out of batteries,<strong>Robert left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,5,M,4,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,29303,cause_effect_prior,William,confidence,M,15,CDs,exploded,<strong>William heated up  15 CDs  in a microwave.</strong>,heated up __ in a microwave,0.48,M,5,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,29303,cause_effect_prior,William,ci_low,M,15,CDs,exploded,<strong>William heated up  15 CDs  in a microwave.</strong>,heated up __ in a microwave,0,M,5,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,29303,cause_effect_prior,William,ci_high,M,15,CDs,exploded,<strong>William heated up  15 CDs  in a microwave.</strong>,heated up __ in a microwave,3,M,5,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,29304,cause_effect_prior,William,best_guess,M,15,CDs,exploded,<strong>William heated up  15 CDs  in a microwave.</strong>,heated up __ in a microwave,0,M,5,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,10202,cause_effect_prior,Rachel,confidence,F,15,matches,burnt,<strong>Rachel threw  15 matches  into a fire.</strong>,threw __ into a fire,0.94,M,6,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,10202,cause_effect_prior,Rachel,ci_low,F,15,matches,burnt,<strong>Rachel threw  15 matches  into a fire.</strong>,threw __ into a fire,15,M,6,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,10202,cause_effect_prior,Rachel,ci_high,F,15,matches,burnt,<strong>Rachel threw  15 matches  into a fire.</strong>,threw __ into a fire,15,M,6,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,10202,cause_effect_prior,Rachel,best_guess,F,15,matches,burnt,<strong>Rachel threw  15 matches  into a fire.</strong>,threw __ into a fire,15,M,6,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,13484,cause_effect_prior,Catherine,confidence,F,15,hats,blew away,<strong>Catherine left  15 hats  on a table on a windy day.</strong>,left __ on a table on a windy day,0.94,F,7,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,13484,cause_effect_prior,Catherine,ci_low,F,15,hats,blew away,<strong>Catherine left  15 hats  on a table on a windy day.</strong>,left __ on a table on a windy day,1,F,7,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,13484,cause_effect_prior,Catherine,ci_high,F,15,hats,blew away,<strong>Catherine left  15 hats  on a table on a windy day.</strong>,left __ on a table on a windy day,15,F,7,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,13484,cause_effect_prior,Catherine,best_guess,F,15,hats,blew away,<strong>Catherine left  15 hats  on a table on a windy day.</strong>,left __ on a table on a windy day,10,F,7,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,11462,cause_effect_prior,Lisa,confidence,F,15,dogs,ate the seeds,<strong>Lisa left seeds out for  15 dogs.</strong>,left seeds out for __,0.92,F,8,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,11462,cause_effect_prior,Lisa,ci_low,F,15,dogs,ate the seeds,<strong>Lisa left seeds out for  15 dogs.</strong>,left seeds out for __,5,F,8,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,11462,cause_effect_prior,Lisa,ci_high,F,15,dogs,ate the seeds,<strong>Lisa left seeds out for  15 dogs.</strong>,left seeds out for __,15,F,8,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,11462,cause_effect_prior,Lisa,best_guess,F,15,dogs,ate the seeds,<strong>Lisa left seeds out for  15 dogs.</strong>,left seeds out for __,12,F,8,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,74470,cause_effect_prior,Matthew,confidence,M,15,novels,had the letter Z in them,<strong>Matthew wrote  15 novels.</strong>,wrote __,0.94,M,9,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,74470,cause_effect_prior,Matthew,ci_low,M,15,novels,had the letter Z in them,<strong>Matthew wrote  15 novels.</strong>,wrote __,2,M,9,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,74470,cause_effect_prior,Matthew,ci_high,M,15,novels,had the letter Z in them,<strong>Matthew wrote  15 novels.</strong>,wrote __,15,M,9,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,74470,cause_effect_prior,Matthew,best_guess,M,15,novels,had the letter Z in them,<strong>Matthew wrote  15 novels.</strong>,wrote __,15,M,9,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
35,8969,cause_effect_prior,Emily,confidence,F,15,toy cars,rolled,<strong>Emily pushed  15 toy cars.</strong>,pushed __,0.89,F,10,English,0,Male,25,n/a,Yes,3,Windows,800,1280,Firefox,3WPCIUYH1979JWY0AWFB48MWH2KTDT,3WDXCWYEASQ2SV65NQT2Z32GLUDJY4,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.60,Tue May 05 14:35:36 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 14:35:36 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3WPCIUYH1979JWY0AWFB48MWH2KTDT,3UJ1CZ6IZHOGM34MWSX4KBY31ZPS5I,35,Submitted,Wed May 06 07:30:42 PDT 2015,Tue May 05 14:39:40 PDT 2015,Tue May 05 14:50:42 PDT 2015,,,,,,[],{},10.94625
